cause_raw,year,births,deaths,suppressed_flg,death_rate,unreliable_flg,rankable,cause_clean
#Bacterial sepsis of newborn (P36),2009,4130665,654,0,0.16,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2010,3999386,588,0,0.15,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2011,3953590,533,0,0.13,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2012,3952841,565,0,0.14,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2013,3932181,582,0,0.15,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2014,3988076,547,0,0.14,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2015,3978497,599,0,0.15,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2016,3945875,584,0,0.15,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2017,3855500,593,0,0.15,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2018,3791712,582,0,0.15,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2019,3747540,607,0,0.16,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2020,3613647,543,0,0.15,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2021,3664292,560,0,0.15,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2022,3667758,640,0,0.17,0,1,Bacterial sepsis of newborn (P36)
#Bacterial sepsis of newborn (P36),2023,3596017,626,0,0.17,0,1,Bacterial sepsis of newborn (P36)
#Omphalitis of newborn with or without mild hemorrhage (P38),2007,4316233,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2008,4247726,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2009,4130665,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2010,3999386,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2011,3953590,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2012,3952841,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2013,3932181,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2014,3988076,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2015,3978497,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2016,3945875,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2017,3855500,0,0,0,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2018,3791712,0,0,0,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2019,3747540,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2020,3613647,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2021,3664292,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2022,3667758,0,0,0,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
#Omphalitis of newborn with or without mild hemorrhage (P38),2023,3596017,,1,,0,1,Omphalitis of newborn with or without mild hemorrhage (P38)
"#Neonatal hemorrhage (P50-P52,P54)",2007,4316233,604,0,0.14,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2008,4247726,555,0,0.13,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2009,4130665,519,0,0.13,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2010,3999386,472,0,0.12,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2011,3953590,461,0,0.12,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2012,3952841,425,0,0.11,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2013,3932181,393,0,0.1,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2014,3988076,444,0,0.11,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2015,3978497,408,0,0.1,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2016,3945875,400,0,0.1,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2017,3855500,382,0,0.1,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2018,3791712,377,0,0.1,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2019,3747540,351,0,0.09,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2020,3613647,319,0,0.09,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2021,3664292,344,0,0.09,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2022,3667758,337,0,0.09,0,1,"Neonatal hemorrhage (P50-P52,P54)"
"#Neonatal hemorrhage (P50-P52,P54)",2023,3596017,344,0,0.1,0,1,"Neonatal hemorrhage (P50-P52,P54)"
#Hemorrhagic disease of newborn (P53),2007,4316233,0,0,0,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2008,4247726,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2009,4130665,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2010,3999386,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2011,3953590,0,0,0,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2012,3952841,0,0,0,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2013,3932181,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2014,3988076,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2015,3978497,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2016,3945875,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2017,3855500,0,0,0,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2018,3791712,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2019,3747540,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2020,3613647,0,0,0,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2021,3664292,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2022,3667758,0,0,0,0,1,Hemorrhagic disease of newborn (P53)
#Hemorrhagic disease of newborn (P53),2023,3596017,,1,,0,1,Hemorrhagic disease of newborn (P53)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2007,4316233,15,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2008,4247726,10,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2009,4130665,15,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2010,3999386,,1,,0,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2011,3953590,18,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2012,3952841,12,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2013,3932181,15,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2014,3988076,10,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2015,3978497,,1,,0,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2016,3945875,19,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2017,3855500,11,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2018,3791712,10,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2019,3747540,16,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2020,3613647,,1,,0,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2021,3664292,,1,,0,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2022,3667758,11,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),2023,3596017,14,0,0,1,1,Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)
#Hematological disorders (P60-P61),2007,4316233,101,0,0.02,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2008,4247726,82,0,0.02,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2009,4130665,91,0,0.02,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2010,3999386,78,0,0.02,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2011,3953590,83,0,0.02,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2012,3952841,81,0,0.02,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2013,3932181,88,0,0.02,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2014,3988076,105,0,0.03,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2015,3978497,104,0,0.03,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2016,3945875,95,0,0.02,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2017,3855500,109,0,0.03,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2018,3791712,91,0,0.02,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2019,3747540,94,0,0.03,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2020,3613647,112,0,0.03,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2021,3664292,97,0,0.03,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2022,3667758,131,0,0.04,0,1,Hematological disorders (P60-P61)
#Hematological disorders (P60-P61),2023,3596017,94,0,0.03,0,1,Hematological disorders (P60-P61)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2007,4316233,14,0,0,1,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2008,4247726,10,0,0,1,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2009,4130665,11,0,0,1,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2010,3999386,,1,,0,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2011,3953590,10,0,0,1,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2012,3952841,,1,,0,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2013,3932181,,1,,0,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2014,3988076,,1,,0,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2015,3978497,,1,,0,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2016,3945875,14,0,0,1,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2017,3855500,14,0,0,1,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2018,3791712,,1,,0,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2019,3747540,12,0,0,1,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2020,3613647,,1,,0,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2021,3664292,10,0,0,1,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2022,3667758,11,0,0,1,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),2023,3596017,,1,,0,1,Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)
#Necrotizing enterocolitis of newborn (P77),2007,4316233,556,0,0.13,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2008,4247726,553,0,0.13,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2009,4130665,483,0,0.12,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2010,3999386,474,0,0.12,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2011,3953590,397,0,0.1,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2012,3952841,344,0,0.09,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2013,3932181,357,0,0.09,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2014,3988076,381,0,0.1,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2015,3978497,364,0,0.09,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2016,3945875,343,0,0.09,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2017,3855500,337,0,0.09,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2018,3791712,298,0,0.08,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2019,3747540,356,0,0.09,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2020,3613647,301,0,0.08,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2021,3664292,316,0,0.09,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2022,3667758,356,0,0.1,0,1,Necrotizing enterocolitis of newborn (P77)
#Necrotizing enterocolitis of newborn (P77),2023,3596017,339,0,0.09,0,1,Necrotizing enterocolitis of newborn (P77)
#Hydrops fetalis not due to hemolytic disease (P83.2),2007,4316233,183,0,0.04,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2008,4247726,172,0,0.04,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2009,4130665,194,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2010,3999386,152,0,0.04,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2011,3953590,174,0,0.04,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2012,3952841,186,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2013,3932181,186,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2014,3988076,180,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2015,3978497,178,0,0.04,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2016,3945875,181,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2017,3855500,165,0,0.04,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2018,3791712,190,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2019,3747540,175,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2020,3613647,173,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2021,3664292,177,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2022,3667758,175,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
#Hydrops fetalis not due to hemolytic disease (P83.2),2023,3596017,188,0,0.05,0,1,Hydrops fetalis not due to hemolytic disease (P83.2)
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2007,4316233,5823,0,1.35,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2008,4247726,5681,0,1.34,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2009,4130665,5358,0,1.3,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2010,3999386,5115,0,1.28,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2011,3953590,5016,0,1.27,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2012,3952841,4967,0,1.26,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2013,3932181,4778,0,1.22,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2014,3988076,4754,0,1.19,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,3978497,4847,0,1.22,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016,3945875,4823,0,1.22,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017,3855500,4596,0,1.19,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2018,3791712,4501,0,1.19,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2019,3747540,4313,0,1.15,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2020,3613647,4047,0,1.12,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021,3664292,3990,0,1.09,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022,3667758,4004,0,1.09,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2023,3596017,4030,0,1.12,0,1,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
#Sudden infant death syndrome (R95),2007,4316233,2461,0,0.57,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2008,4247726,2350,0,0.55,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2009,4130665,2231,0,0.54,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2010,3999386,2058,0,0.51,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2011,3953590,1905,0,0.48,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2012,3952841,1676,0,0.42,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2013,3932181,1561,0,0.4,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2014,3988076,1541,0,0.39,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2015,3978497,1567,0,0.39,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2016,3945875,1498,0,0.38,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2017,3855500,1360,0,0.35,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2018,3791712,1331,0,0.35,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2019,3747540,1251,0,0.33,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2020,3613647,1386,0,0.38,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2021,3664292,1458,0,0.4,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2022,3667758,1531,0,0.42,0,1,Sudden infant death syndrome (R95)
#Sudden infant death syndrome (R95),2023,3596017,1446,0,0.4,0,1,Sudden infant death syndrome (R95)
#Accidents (unintentional injuries) (V01-X59),2007,4316233,1282,0,0.3,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2008,4247726,1314,0,0.31,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2009,4130665,1172,0,0.28,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2010,3999386,1107,0,0.28,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2011,3953590,1167,0,0.3,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2012,3952841,1163,0,0.29,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2013,3932181,1150,0,0.29,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2014,3988076,1163,0,0.29,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2015,3978497,1289,0,0.32,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2016,3945875,1217,0,0.31,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2017,3855500,1313,0,0.34,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2018,3791712,1169,0,0.31,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2019,3747540,1264,0,0.34,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2020,3613647,1192,0,0.33,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2021,3664292,1300,0,0.35,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2022,3667758,1351,0,0.37,0,1,Accidents (unintentional injuries) (V01-X59)
#Accidents (unintentional injuries) (V01-X59),2023,3596017,1288,0,0.36,0,1,Accidents (unintentional injuries) (V01-X59)
"#Assault (homicide) (*U01,X85-Y09)",2007,4316233,335,0,0.08,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2008,4247726,333,0,0.08,0,1,"Assault (homicide) (*U01,X85-Y09)"
