cause_raw,year,births,deaths,suppressed_flg,death_rate,unreliable_flg,rankable,cause_clean
"#Assault (homicide) (*U01,X85-Y09)",2009,4130665,311,0,0.08,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2010,3999386,304,0,0.08,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2011,3953590,285,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2012,3952841,286,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2013,3932181,274,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2014,3988076,244,0,0.06,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2015,3978497,261,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2016,3945875,271,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2017,3855500,301,0,0.08,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2018,3791712,264,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2019,3747540,261,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2020,3613647,241,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2021,3664292,260,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2022,3667758,246,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
"#Assault (homicide) (*U01,X85-Y09)",2023,3596017,245,0,0.07,0,1,"Assault (homicide) (*U01,X85-Y09)"
#Complications of medical and surgical care (Y40-Y84),2007,4316233,20,0,0,0,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2008,4247726,23,0,0.01,0,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2009,4130665,17,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2010,3999386,22,0,0.01,0,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2011,3953590,19,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2012,3952841,11,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2013,3932181,11,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2014,3988076,12,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2015,3978497,12,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2016,3945875,18,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2017,3855500,14,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2018,3791712,18,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2019,3747540,29,0,0.01,0,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2020,3613647,11,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2021,3664292,12,0,0,1,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2022,3667758,20,0,0.01,0,1,Complications of medical and surgical care (Y40-Y84)
#Complications of medical and surgical care (Y40-Y84),2023,3596017,,1,,0,1,Complications of medical and surgical care (Y40-Y84)
