state,births,year,deaths,suppressed_flg,death_rate,unreliable_flg,region
Vermont,5655,2017,27,0,4.77,0,Northeast
Vermont,5432,2018,35,0,6.44,0,Northeast
Vermont,5361,2019,15,0,2.8,1,Northeast
Vermont,5133,2020,18,0,3.51,1,Northeast
Vermont,5384,2021,17,0,3.16,1,Northeast
Vermont,5316,2022,26,0,4.89,0,Northeast
Vermont,5065,2023,16,0,3.16,1,Northeast
Virginia,108884,2007,842,0,7.73,0,South
Virginia,106686,2008,734,0,6.88,0,South
Virginia,105059,2009,750,0,7.14,0,South
Virginia,103002,2010,703,0,6.83,0,South
Virginia,102652,2011,697,0,6.79,0,South
Virginia,103013,2012,668,0,6.48,0,South
Virginia,102147,2013,631,0,6.18,0,South
Virginia,103300,2014,584,0,5.65,0,South
Virginia,103303,2015,610,0,5.9,0,South
Virginia,102460,2016,599,0,5.85,0,South
Virginia,100391,2017,592,0,5.9,0,South
Virginia,99843,2018,560,0,5.61,0,South
Virginia,97429,2019,566,0,5.81,0,South
Virginia,94749,2020,546,0,5.76,0,South
Virginia,95825,2021,571,0,5.96,0,South
Virginia,95630,2022,594,0,6.21,0,South
Virginia,92649,2023,544,0,5.87,0,South
Washington,88978,2007,434,0,4.88,0,West
Washington,90321,2008,492,0,5.45,0,West
Washington,89313,2009,439,0,4.92,0,West
Washington,86539,2010,388,0,4.48,0,West
Washington,86976,2011,396,0,4.55,0,West
Washington,87463,2012,460,0,5.26,0,West
Washington,86577,2013,392,0,4.53,0,West
Washington,88585,2014,397,0,4.48,0,West
Washington,88990,2015,434,0,4.88,0,West
Washington,90505,2016,391,0,4.32,0,West
Washington,87562,2017,340,0,3.88,0,West
Washington,86085,2018,404,0,4.69,0,West
Washington,84895,2019,362,0,4.26,0,West
Washington,83086,2020,375,0,4.51,0,West
Washington,83911,2021,366,0,4.36,0,West
Washington,83333,2022,362,0,4.34,0,West
Washington,80932,2023,408,0,5.04,0,West
West Virginia,21994,2007,160,0,7.27,0,South
West Virginia,21501,2008,167,0,7.77,0,South
West Virginia,21268,2009,163,0,7.66,0,South
West Virginia,20470,2010,150,0,7.33,0,South
West Virginia,20717,2011,136,0,6.56,0,South
West Virginia,20827,2012,149,0,7.15,0,South
West Virginia,20825,2013,159,0,7.64,0,South
West Virginia,20301,2014,141,0,6.95,0,South
West Virginia,19805,2015,141,0,7.12,0,South
West Virginia,19079,2016,138,0,7.23,0,South
West Virginia,18675,2017,130,0,6.96,0,South
West Virginia,18248,2018,127,0,6.96,0,South
West Virginia,18136,2019,111,0,6.12,0,South
West Virginia,17323,2020,127,0,7.33,0,South
West Virginia,17198,2021,117,0,6.8,0,South
West Virginia,16929,2022,124,0,7.32,0,South
West Virginia,16606,2023,93,0,5.6,0,South
Wisconsin,72784,2007,467,0,6.42,0,Midwest
Wisconsin,72261,2008,500,0,6.92,0,Midwest
Wisconsin,70843,2009,424,0,5.99,0,Midwest
Wisconsin,68487,2010,400,0,5.84,0,Midwest
Wisconsin,67810,2011,423,0,6.24,0,Midwest
Wisconsin,67295,2012,382,0,5.68,0,Midwest
Wisconsin,66649,2013,417,0,6.26,0,Midwest
Wisconsin,67161,2014,384,0,5.72,0,Midwest
Wisconsin,67041,2015,389,0,5.8,0,Midwest
Wisconsin,66615,2016,420,0,6.3,0,Midwest
Wisconsin,64975,2017,415,0,6.39,0,Midwest
Wisconsin,64098,2018,392,0,6.12,0,Midwest
Wisconsin,63270,2019,371,0,5.86,0,Midwest
Wisconsin,60594,2020,360,0,5.94,0,Midwest
Wisconsin,61781,2021,331,0,5.36,0,Midwest
Wisconsin,60049,2022,348,0,5.8,0,Midwest
Wisconsin,59754,2023,345,0,5.77,0,Midwest
Wyoming,7893,2007,58,0,7.35,0,West
Wyoming,8038,2008,56,0,6.97,0,West
Wyoming,7881,2009,47,0,5.96,0,West
Wyoming,7556,2010,52,0,6.88,0,West
Wyoming,7399,2011,49,0,6.62,0,West
Wyoming,7572,2012,42,0,5.55,0,West
Wyoming,7644,2013,37,0,4.84,0,West
Wyoming,7696,2014,49,0,6.37,0,West
Wyoming,7765,2015,38,0,4.89,0,West
Wyoming,7386,2016,37,0,5.01,0,West
Wyoming,6903,2017,32,0,4.64,0,West
Wyoming,6562,2018,35,0,5.33,0,West
Wyoming,6565,2019,47,0,7.16,0,West
Wyoming,6128,2020,32,0,5.22,0,West
Wyoming,6237,2021,34,0,5.45,0,West
Wyoming,6049,2022,34,0,5.62,0,West
Wyoming,5990,2023,23,0,3.84,0,West
