Notes,State,State Code,Year of Death,Year of Death Code,Deaths,Births,Death Rate
,South Dakota,46,2018,2018,70,11893,5.89
,South Dakota,46,2019,2019,80,11449,6.99
,South Dakota,46,2020,2020,80,10960,7.3
,South Dakota,46,2021,2021,69,11369,6.07
,South Dakota,46,2022,2022,87,11201,7.77
,South Dakota,46,2023,2023,71,11201,6.34
Total,South Dakota,46,,,1364,201377,6.77
,Tennessee,47,2007,2007,720,86711,8.3
,Tennessee,47,2008,2008,698,85560,8.16
,Tennessee,47,2009,2009,657,82211,7.99
,Tennessee,47,2010,2010,626,79495,7.87
,Tennessee,47,2011,2011,592,79588,7.44
,Tennessee,47,2012,2012,582,80371,7.24
,Tennessee,47,2013,2013,544,79992,6.8
,Tennessee,47,2014,2014,561,81602,6.87
,Tennessee,47,2015,2015,568,81685,6.95
,Tennessee,47,2016,2016,594,80807,7.35
,Tennessee,47,2017,2017,591,81016,7.29
,Tennessee,47,2018,2018,556,80751,6.89
,Tennessee,47,2019,2019,560,80450,6.96
,Tennessee,47,2020,2020,502,78689,6.38
,Tennessee,47,2021,2021,505,81717,6.18
,Tennessee,47,2022,2022,544,82265,6.61
,Tennessee,47,2023,2023,538,83021,6.48
Total,Tennessee,47,,,9936,1385931,7.17
,Texas,48,2007,2007,2567,407625,6.3
,Texas,48,2008,2008,2501,405554,6.17
,Texas,48,2009,2009,2403,401977,5.98
,Texas,48,2010,2010,2373,386118,6.15
,Texas,48,2011,2011,2135,377445,5.66
,Texas,48,2012,2012,2231,382727,5.83
,Texas,48,2013,2013,2255,387340,5.82
,Texas,48,2014,2014,2337,399766,5.85
,Texas,48,2015,2015,2305,403618,5.71
,Texas,48,2016,2016,2277,398047,5.72
,Texas,48,2017,2017,2236,382050,5.85
,Texas,48,2018,2018,2075,378624,5.48
,Texas,48,2019,2019,2069,377599,5.48
,Texas,48,2020,2020,1946,368190,5.29
,Texas,48,2021,2021,1977,373594,5.29
,Texas,48,2022,2022,2228,389741,5.72
,Texas,48,2023,2023,2263,387945,5.83
Total,Texas,48,,,38177,6607960,5.78
,Utah,49,2007,2007,277,55130,5.02
,Utah,49,2008,2008,261,55634,4.69
,Utah,49,2009,2009,284,53887,5.27
,Utah,49,2010,2010,254,52258,4.86
,Utah,49,2011,2011,281,51223,5.49
,Utah,49,2012,2012,248,51465,4.82
,Utah,49,2013,2013,264,50957,5.18
,Utah,49,2014,2014,251,51154,4.91
,Utah,49,2015,2015,255,50778,5.02
,Utah,49,2016,2016,274,50464,5.43
,Utah,49,2017,2017,286,48585,5.89
,Utah,49,2018,2018,259,47209,5.49
,Utah,49,2019,2019,247,46826,5.27
,Utah,49,2020,2020,248,45702,5.43
,Utah,49,2021,2021,214,46712,4.58
,Utah,49,2022,2022,230,45768,5.03
,Utah,49,2023,2023,235,45019,5.22
Total,Utah,49,,,4367,848771,5.15
,Vermont,50,2007,2007,33,6513,5.07
,Vermont,50,2008,2008,29,6339,4.57
,Vermont,50,2009,2009,38,6110,6.22
,Vermont,50,2010,2010,26,6223,4.18
,Vermont,50,2011,2011,30,6078,4.94
,Vermont,50,2012,2012,26,6009,4.33
,Vermont,50,2013,2013,26,5975,4.35
,Vermont,50,2014,2014,28,6130,4.57
,Vermont,50,2015,2015,27,5903,4.57
,Vermont,50,2016,2016,20,5756,3.47
,Vermont,50,2017,2017,27,5655,4.77
,Vermont,50,2018,2018,35,5432,6.44
,Vermont,50,2019,2019,15,5361,2.80 (Unreliable)
,Vermont,50,2020,2020,18,5133,3.51 (Unreliable)
,Vermont,50,2021,2021,17,5384,3.16 (Unreliable)
,Vermont,50,2022,2022,26,5316,4.89
,Vermont,50,2023,2023,16,5065,3.16 (Unreliable)
Total,Vermont,50,,,437,98382,4.44
,Virginia,51,2007,2007,842,108884,7.73
,Virginia,51,2008,2008,734,106686,6.88
,Virginia,51,2009,2009,750,105059,7.14
,Virginia,51,2010,2010,703,103002,6.83
,Virginia,51,2011,2011,697,102652,6.79
,Virginia,51,2012,2012,668,103013,6.48
,Virginia,51,2013,2013,631,102147,6.18
,Virginia,51,2014,2014,584,103300,5.65
,Virginia,51,2015,2015,610,103303,5.9
,Virginia,51,2016,2016,599,102460,5.85
,Virginia,51,2017,2017,592,100391,5.9
,Virginia,51,2018,2018,560,99843,5.61
,Virginia,51,2019,2019,566,97429,5.81
,Virginia,51,2020,2020,546,94749,5.76
,Virginia,51,2021,2021,571,95825,5.96
,Virginia,51,2022,2022,594,95630,6.21
,Virginia,51,2023,2023,544,92649,5.87
Total,Virginia,51,,,10792,1717022,6.29
,Washington,53,2007,2007,434,88978,4.88
,Washington,53,2008,2008,492,90321,5.45
,Washington,53,2009,2009,439,89313,4.92
,Washington,53,2010,2010,388,86539,4.48
,Washington,53,2011,2011,396,86976,4.55
,Washington,53,2012,2012,460,87463,5.26
,Washington,53,2013,2013,392,86577,4.53
,Washington,53,2014,2014,397,88585,4.48
,Washington,53,2015,2015,434,88990,4.88
,Washington,53,2016,2016,391,90505,4.32
,Washington,53,2017,2017,340,87562,3.88
,Washington,53,2018,2018,404,86085,4.69
,Washington,53,2019,2019,362,84895,4.26
,Washington,53,2020,2020,375,83086,4.51
,Washington,53,2021,2021,366,83911,4.36
,Washington,53,2022,2022,362,83333,4.34
,Washington,53,2023,2023,408,80932,5.04
Total,Washington,53,,,6841,1474051,4.64
,West Virginia,54,2007,2007,160,21994,7.27
,West Virginia,54,2008,2008,167,21501,7.77
,West Virginia,54,2009,2009,163,21268,7.66
,West Virginia,54,2010,2010,150,20470,7.33
,West Virginia,54,2011,2011,136,20717,6.56
,West Virginia,54,2012,2012,149,20827,7.15
,West Virginia,54,2013,2013,159,20825,7.64
,West Virginia,54,2014,2014,141,20301,6.95
,West Virginia,54,2015,2015,141,19805,7.12
,West Virginia,54,2016,2016,138,19079,7.23
,West Virginia,54,2017,2017,130,18675,6.96
,West Virginia,54,2018,2018,127,18248,6.96
,West Virginia,54,2019,2019,111,18136,6.12
,West Virginia,54,2020,2020,127,17323,7.33
,West Virginia,54,2021,2021,117,17198,6.8
,West Virginia,54,2022,2022,124,16929,7.32
,West Virginia,54,2023,2023,93,16606,5.6
Total,West Virginia,54,,,2333,329902,7.07
,Wisconsin,55,2007,2007,467,72784,6.42
,Wisconsin,55,2008,2008,500,72261,6.92
,Wisconsin,55,2009,2009,424,70843,5.99
,Wisconsin,55,2010,2010,400,68487,5.84
,Wisconsin,55,2011,2011,423,67810,6.24
,Wisconsin,55,2012,2012,382,67295,5.68
,Wisconsin,55,2013,2013,417,66649,6.26
,Wisconsin,55,2014,2014,384,67161,5.72
,Wisconsin,55,2015,2015,389,67041,5.8
,Wisconsin,55,2016,2016,420,66615,6.3
,Wisconsin,55,2017,2017,415,64975,6.39
,Wisconsin,55,2018,2018,392,64098,6.12
,Wisconsin,55,2019,2019,371,63270,5.86
,Wisconsin,55,2020,2020,360,60594,5.94
,Wisconsin,55,2021,2021,331,61781,5.36
,Wisconsin,55,2022,2022,348,60049,5.8
,Wisconsin,55,2023,2023,345,59754,5.77
Total,Wisconsin,55,,,6769,1121467,6.04
,Wyoming,56,2007,2007,58,7893,7.35
,Wyoming,56,2008,2008,56,8038,6.97
,Wyoming,56,2009,2009,47,7881,5.96
,Wyoming,56,2010,2010,52,7556,6.88
,Wyoming,56,2011,2011,49,7399,6.62
,Wyoming,56,2012,2012,42,7572,5.55
,Wyoming,56,2013,2013,37,7644,4.84
,Wyoming,56,2014,2014,49,7696,6.37
,Wyoming,56,2015,2015,38,7765,4.89
,Wyoming,56,2016,2016,37,7386,5.01
,Wyoming,56,2017,2017,32,6903,4.64
,Wyoming,56,2018,2018,35,6562,5.33
,Wyoming,56,2019,2019,47,6565,7.16
,Wyoming,56,2020,2020,32,6128,5.22
,Wyoming,56,2021,2021,34,6237,5.45
,Wyoming,56,2022,2022,34,6049,5.62
,Wyoming,56,2023,2023,23,5990,3.84
Total,Wyoming,56,,,703,121264,5.8
Total,,,,,394144,66381536,5.94
---,,,,,,,
"Dataset: Linked Birth / Infant Death Records, 2007-2023",,,,,,,
Query Parameters:,,,,,,,
Group By: State; Year of Death,,,,,,,
Show Totals: True,,,,,,,
Show Zero Values: True,,,,,,,
Show Suppressed: True,,,,,,,
"Calculate Rates Per: 1,000",,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/lbd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: May 19, 2026 6:08:47 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,,,
"System, Linked Birth / Infant Deaths on CDC WONDER Online Database. Data are from the Linked Birth / Infant Deaths Records",,,,,,,
"2007-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,,,
"Program. Accessed at http://wonder.cdc.gov/lbd-current.html on May 19, 2026 6:08:47 PM",,,,,,,
---,,,,,,,
Caveats:,,,,,,,
1. 'Unreliable' appears for rates when there are fewer than 20 deaths in the numerator. This is because the figure does not meet,,,,,,,
the NCHS standard of reliability or precision. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Unreliable.,,,,,,,
2. Infant deaths are weighted so numbers may not exactly add to totals due to rounding. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/lbd.html#WeightFactors-Totals.,,,,,,,
3. Note that there may be slight differences in the number of infant deaths when comparing the Linked Birth / Death Records to,,,,,,,
the other vital statistics. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Weight Factors.,,,,,,,
